1  ,0.481502,0.172591,0.845568,0.944511
2  ,0.183872,0.115388,0.943170,0.963442
3  ,0.138877,0.094763,0.956927,0.971655
4  ,0.117846,0.084067,0.964014,0.973257
5  ,0.102739,0.076112,0.968533,0.976462
6  ,0.092942,0.063812,0.971035,0.980869
7  ,0.082608,0.058976,0.974103,0.981070
8  ,0.077809,0.061489,0.975820,0.981370
9  ,0.073684,0.061955,0.977138,0.980970
10 ,0.066473,0.056172,0.979939,0.982973
11 ,0.066069,0.055547,0.979506,0.983674
12 ,0.060183,0.052442,0.981107,0.984175
13 ,0.060156,0.046313,0.981490,0.985677
14 ,0.055204,0.043818,0.982991,0.986478
15 ,0.054058,0.041581,0.983158,0.987280
16 ,0.051714,0.044809,0.984375,0.986378
17 ,0.050346,0.041189,0.983858,0.985877
18 ,0.048175,0.049578,0.984975,0.985477
19 ,0.048951,0.042471,0.984642,0.986478
20 ,0.045508,0.041159,0.984992,0.987079